order_id,order_timestamp,sku_id,picker_id,travel_distance_m,movement_timestamp,time_diff,velocity
ORD-6ACA97,2025-03-18 20:10:07,SKU-10142,PICKER-07,21.62,2025-03-18 20:12:07,0.0,inf
ORD-04ECB1,2025-03-21 21:54:19,SKU-10346,PICKER-07,22.16,2025-03-21 21:56:19,0.0,inf
ORD-63538F,2025-03-22 15:37:10,SKU-10733,PICKER-07,12.29,2025-03-22 15:39:10,0.0,inf
ORD-218A0A,2025-03-22 18:18:41,SKU-10088,PICKER-07,7.6,2025-03-22 18:20:41,1.0,7.6
ORD-97E852,2025-03-23 19:53:19,SKU-10156,PICKER-07,16.08,2025-03-23 19:55:19,0.0,inf
ORD-0FF39B,2025-03-23 22:15:19,SKU-10261,PICKER-07,17.24,2025-03-23 22:17:19,0.0,inf
ORD-821FA7,2025-03-27 19:40:32,SKU-10686,PICKER-07,16.05,2025-03-27 19:42:32,2.0,8.025
ORD-68CE19,2025-03-27 19:52:52,SKU-10648,PICKER-07,5.33,2025-03-27 19:54:52,0.0,inf
ORD-2050E0,2025-03-27 20:28:02,SKU-10471,PICKER-07,23.62,2025-03-27 20:30:02,0.0,inf
ORD-BA2FD3,2025-03-28 20:00:18,SKU-10272,PICKER-07,22.66,2025-03-28 20:02:18,0.0,inf
ORD-A53240,2025-03-28 20:39:57,SKU-10308,PICKER-07,19.09,2025-03-28 20:41:57,0.0,inf
ORD-DB85E2,2025-03-28 21:44:42,SKU-10116,PICKER-07,27.25,2025-03-28 21:46:42,0.0,inf
ORD-851DDF,2025-03-29 19:30:07,SKU-10401,PICKER-07,17.19,2025-03-29 19:32:07,0.0,inf
ORD-076A0C,2025-03-31 18:41:43,SKU-10770,PICKER-07,16.2,2025-03-31 18:43:43,0.0,inf
ORD-9CC138,2025-03-31 19:22:49,SKU-10745,PICKER-07,22.7,2025-03-31 19:24:49,0.0,inf
ORD-B73DFE,2025-04-01 20:20:10,SKU-10240,PICKER-07,26.08,2025-04-01 20:22:10,0.0,inf
ORD-F0E52B,2025-04-02 20:14:56,SKU-10038,PICKER-07,28.75,2025-04-02 20:16:56,0.0,inf
ORD-8EBDA5,2025-04-02 20:56:49,SKU-10504,PICKER-07,8.11,2025-04-02 20:58:49,0.0,inf
ORD-9AD6AA,2025-04-04 17:47:15,SKU-10720,PICKER-07,14.26,2025-04-04 17:49:15,0.0,inf
ORD-9AD6AA,2025-04-04 17:47:15,SKU-10584,PICKER-07,25.44,2025-04-04 17:49:15,0.0,inf
ORD-2291D2,2025-04-07 18:08:51,SKU-10649,PICKER-07,23.21,2025-04-07 18:10:51,0.0,inf
ORD-854D9F,2025-04-08 18:10:40,SKU-10579,PICKER-07,18.58,2025-04-08 18:12:40,0.0,inf
ORD-A7AEED,2025-04-08 18:13:08,SKU-10264,PICKER-07,22.83,2025-04-08 18:15:08,0.0,inf
ORD-68CE19,2025-04-08 19:39:36,SKU-10352,PICKER-07,13.2,2025-04-08 19:41:36,0.0,inf
ORD-6A10BB,2025-04-09 20:17:39,SKU-10315,PICKER-07,21.09,2025-04-09 20:19:39,0.0,inf
ORD-30BB38,2025-04-10 19:25:17,SKU-10570,PICKER-07,28.4,2025-04-10 19:27:17,0.0,inf
ORD-8C7BBB,2025-04-12 19:38:47,SKU-10419,PICKER-07,15.11,2025-04-12 19:40:47,0.0,inf
ORD-217EED,2025-04-12 21:58:54,SKU-10552,PICKER-07,20.85,2025-04-12 22:00:54,0.0,inf
ORD-13F320,2025-04-13 20:37:39,SKU-10656,PICKER-07,16.46,2025-04-13 20:39:39,0.0,inf
ORD-3871BD,2025-04-15 19:40:20,SKU-10547,PICKER-07,10.41,2025-04-15 19:42:20,0.0,inf
ORD-2291D2,2025-04-15 20:59:15,SKU-10157,PICKER-07,25.74,2025-04-15 21:01:15,0.0,inf
ORD-6ACA97,2025-04-17 17:59:46,SKU-10579,PICKER-07,15.14,2025-04-17 18:01:46,0.0,inf
ORD-2D6CC4,2025-04-17 21:47:18,SKU-10691,PICKER-07,7.96,2025-04-17 21:49:18,0.0,inf
ORD-08C543,2025-04-18 17:01:30,SKU-10559,PICKER-07,23.78,2025-04-18 17:03:30,0.0,inf
ORD-08C543,2025-04-18 17:01:30,SKU-10440,PICKER-07,6.53,2025-04-18 17:03:30,0.0,inf
ORD-D7A728,2025-04-18 18:54:01,SKU-10462,PICKER-07,19.47,2025-04-18 18:56:01,0.0,inf
ORD-6766AA,2025-04-18 20:08:41,SKU-10477,PICKER-07,23.77,2025-04-18 20:10:41,0.0,inf
ORD-4E4B5F,2025-04-19 20:01:43,SKU-10194,PICKER-07,19.76,2025-04-19 20:03:43,0.0,inf
ORD-7D04BB,2025-04-19 22:25:18,SKU-10551,PICKER-07,13.5,2025-04-19 22:27:18,0.0,inf
ORD-13F320,2025-04-20 20:01:51,SKU-10459,PICKER-07,28.2,2025-04-20 20:03:51,2.0,14.1
ORD-33E807,2025-04-21 22:12:26,SKU-10185,PICKER-07,24.54,2025-04-21 22:14:26,0.0,inf
ORD-8B16EB,2025-04-22 19:46:40,SKU-10527,PICKER-07,11.09,2025-04-22 19:48:40,0.0,inf
ORD-0D7DE1,2025-04-23 17:04:02,SKU-10794,PICKER-07,29.04,2025-04-23 17:06:02,0.0,inf
ORD-65658F,2025-04-24 18:17:53,SKU-10751,PICKER-07,27.11,2025-04-24 18:19:53,0.0,inf
ORD-DD4585,2025-04-24 20:49:02,SKU-10248,PICKER-07,15.58,2025-04-24 20:51:02,0.0,inf
ORD-CF6735,2025-04-27 21:46:11,SKU-10476,PICKER-07,6.83,2025-04-27 21:48:11,0.0,inf
ORD-C5AB0B,2025-04-29 19:00:43,SKU-10506,PICKER-07,17.28,2025-04-29 19:02:43,0.0,inf
ORD-63538F,2025-04-29 21:28:41,SKU-10256,PICKER-07,10.15,2025-04-29 21:30:41,0.0,inf
ORD-58AE74,2025-04-30 19:07:59,SKU-10766,PICKER-07,12.97,2025-04-30 19:09:59,0.0,inf
ORD-9B72E3,2025-05-01 18:36:15,SKU-10032,PICKER-07,16.54,2025-05-01 18:38:15,0.0,inf
ORD-E94550,2025-05-01 19:20:11,SKU-10786,PICKER-07,16.09,2025-05-01 19:22:11,0.0,inf
ORD-30BB38,2025-05-01 19:45:12,SKU-10094,PICKER-07,10.28,2025-05-01 19:47:12,0.0,inf
ORD-DB85E2,2025-05-03 20:54:04,SKU-10087,PICKER-07,17.23,2025-05-03 20:56:04,0.0,inf
ORD-59B90E,2025-05-05 19:17:49,SKU-10096,PICKER-07,11.21,2025-05-05 19:19:49,1.0,11.21
ORD-A9A1D5,2025-05-07 19:40:24,SKU-10104,PICKER-07,20.19,2025-05-07 19:42:24,0.0,inf
ORD-55743C,2025-05-08 19:41:00,SKU-10655,PICKER-07,29.38,2025-05-08 19:43:00,0.0,inf
ORD-05F971,2025-05-09 18:49:38,SKU-10039,PICKER-07,18.77,2025-05-09 18:51:38,0.0,inf
ORD-8EBDA5,2025-05-09 21:25:01,SKU-10731,PICKER-07,29.31,2025-05-09 21:27:01,0.0,inf
ORD-99BCFC,2025-05-11 19:00:02,SKU-10483,PICKER-07,25.65,2025-05-11 19:02:02,0.0,inf
ORD-246819,2025-05-11 20:20:09,SKU-10227,PICKER-07,21.32,2025-05-11 20:22:09,0.0,inf
ORD-3D2D8C,2025-05-12 19:08:50,SKU-10665,PICKER-07,12.37,2025-05-12 19:10:50,0.0,inf
ORD-9F396F,2025-05-13 21:57:07,SKU-10065,PICKER-07,24.58,2025-05-13 21:59:07,0.0,inf
ORD-17C276,2025-05-14 19:35:13,SKU-10016,PICKER-07,19.02,2025-05-14 19:37:13,0.0,inf
ORD-4E4B5F,2025-05-15 17:20:37,SKU-10012,PICKER-07,6.42,2025-05-15 17:22:37,0.0,inf
ORD-07563A,2025-05-15 19:55:18,SKU-10656,PICKER-07,20.24,2025-05-15 19:57:18,0.0,inf
ORD-30EF30,2025-05-15 22:01:50,SKU-10363,PICKER-07,6.03,2025-05-15 22:03:50,0.0,inf
ORD-4E4B5F,2025-05-16 19:57:55,SKU-10685,PICKER-07,8.07,2025-05-16 19:59:55,0.0,inf
ORD-F79921,2025-05-17 18:41:03,SKU-10712,PICKER-07,6.08,2025-05-17 18:43:03,0.0,inf
ORD-4FFCE0,2025-05-17 21:12:59,SKU-10511,PICKER-07,29.02,2025-05-17 21:14:59,0.0,inf
ORD-6766AA,2025-05-18 21:00:45,SKU-10405,PICKER-07,10.18,2025-05-18 21:02:45,0.0,inf
ORD-DACA41,2025-05-19 18:16:51,SKU-10294,PICKER-07,16.1,2025-05-19 18:18:51,0.0,inf
ORD-8C7BBB,2025-05-19 20:07:39,SKU-10225,PICKER-07,19.39,2025-05-19 20:09:39,0.0,inf
ORD-0D7DE1,2025-05-21 18:43:33,SKU-10182,PICKER-07,20.66,2025-05-21 18:45:33,0.0,inf
ORD-2291D2,2025-05-22 20:14:48,SKU-10654,PICKER-07,20.0,2025-05-22 20:16:48,0.0,inf
ORD-8FECB2,2025-05-23 19:07:15,SKU-10042,PICKER-07,11.17,2025-05-23 19:09:15,1.0,11.17
ORD-DF263D,2025-05-24 22:38:11,SKU-10597,PICKER-07,29.75,2025-05-24 22:40:11,0.0,inf
ORD-ABD815,2025-05-28 16:32:13,SKU-10190,PICKER-07,29.28,2025-05-28 16:34:13,0.0,inf
ORD-B4288D,2025-05-28 22:23:32,SKU-10436,PICKER-07,15.94,2025-05-28 22:25:32,0.0,inf
ORD-0F9661,2025-05-30 19:03:56,SKU-10062,PICKER-07,14.48,2025-05-30 19:05:56,0.0,inf
ORD-ACC3E0,2025-05-31 19:54:35,SKU-10719,PICKER-07,28.15,2025-05-31 19:56:35,0.0,inf
ORD-CA9C26,2025-05-31 20:54:46,SKU-10491,PICKER-07,11.94,2025-05-31 20:56:46,0.0,inf
ORD-19BC91,2025-05-31 21:09:24,SKU-10608,PICKER-07,16.66,2025-05-31 21:11:24,0.0,inf
ORD-28267A,2025-06-01 19:34:23,SKU-10255,PICKER-07,22.51,2025-06-01 19:36:23,0.0,inf
ORD-D70732,2025-06-01 19:58:41,SKU-10487,PICKER-07,25.46,2025-06-01 20:00:41,0.0,inf
ORD-07563A,2025-06-01 20:26:11,SKU-10173,PICKER-07,24.11,2025-06-01 20:28:11,0.0,inf
ORD-1F5089,2025-06-01 20:45:27,SKU-10735,PICKER-07,24.53,2025-06-01 20:47:27,0.0,inf
ORD-0D7DE1,2025-06-01 20:50:05,SKU-10694,PICKER-07,29.39,2025-06-01 20:52:05,0.0,inf
ORD-DF263D,2025-06-02 20:56:48,SKU-10761,PICKER-07,24.96,2025-06-02 20:58:48,0.0,inf
ORD-6766AA,2025-06-03 16:31:38,SKU-10221,PICKER-07,26.32,2025-06-03 16:33:38,4.0,6.58
ORD-7250EB,2025-06-03 18:22:27,SKU-10773,PICKER-07,26.48,2025-06-03 18:24:27,0.0,inf
ORD-04ECB1,2025-06-03 20:31:54,SKU-10079,PICKER-07,29.81,2025-06-03 20:33:54,2.0,14.905
ORD-1728EF,2025-06-05 21:57:57,SKU-10333,PICKER-07,25.28,2025-06-05 21:59:57,0.0,inf
ORD-D6C651,2025-06-06 21:58:09,SKU-10579,PICKER-07,20.52,2025-06-06 22:00:09,0.0,inf
ORD-5E3881,2025-06-06 22:46:29,SKU-10081,PICKER-07,17.69,2025-06-06 22:48:29,0.0,inf
ORD-EDFBE1,2025-06-08 20:23:49,SKU-10769,PICKER-07,7.1,2025-06-08 20:25:49,0.0,inf
ORD-0F9661,2025-06-08 22:21:30,SKU-10602,PICKER-07,5.2,2025-06-08 22:23:30,0.0,inf
ORD-E5841D,2025-06-10 17:37:57,SKU-10150,PICKER-07,20.02,2025-06-10 17:39:57,0.0,inf
ORD-6E2713,2025-06-10 18:06:45,SKU-10629,PICKER-07,25.85,2025-06-10 18:08:45,0.0,inf
ORD-3A0772,2025-06-10 19:07:05,SKU-10520,PICKER-07,7.76,2025-06-10 19:09:05,0.0,inf
ORD-9F396F,2025-06-15 19:44:47,SKU-10107,PICKER-07,15.02,2025-06-15 19:46:47,0.0,inf
ORD-82489C,2025-06-15 19:54:32,SKU-10440,PICKER-07,6.79,2025-06-15 19:56:32,0.0,inf
ORD-EB6FDC,2025-06-16 20:50:37,SKU-10430,PICKER-07,15.27,2025-06-16 20:52:37,0.0,inf
ORD-605FF7,2025-06-17 19:29:18,SKU-10247,PICKER-07,11.91,2025-06-17 19:31:18,0.0,inf
ORD-0D7DE1,2025-06-17 19:40:34,SKU-10284,PICKER-07,12.01,2025-06-17 19:42:34,0.0,inf
ORD-6766AA,2025-06-18 17:25:25,SKU-10493,PICKER-07,12.28,2025-06-18 17:27:25,0.0,inf
ORD-D6C651,2025-06-18 21:31:11,SKU-10676,PICKER-07,6.82,2025-06-18 21:33:11,0.0,inf
ORD-8EEFCF,2025-06-18 21:35:47,SKU-10322,PICKER-07,26.01,2025-06-18 21:37:47,0.0,inf
ORD-5751EC,2025-06-19 18:21:29,SKU-10137,PICKER-07,11.75,2025-06-19 18:23:29,0.0,inf
ORD-67E103,2025-06-19 19:49:27,SKU-10209,PICKER-07,16.76,2025-06-19 19:51:27,0.0,inf
ORD-1AA48F,2025-06-21 18:18:41,SKU-10065,PICKER-07,27.46,2025-06-21 18:20:41,0.0,inf
ORD-0D3180,2025-06-23 20:37:48,SKU-10450,PICKER-07,25.56,2025-06-23 20:39:48,0.0,inf
ORD-884D24,2025-06-24 20:19:33,SKU-10377,PICKER-07,17.78,2025-06-24 20:21:33,0.0,inf
ORD-BA3866,2025-06-29 19:26:19,SKU-10331,PICKER-07,25.35,2025-06-29 19:28:19,0.0,inf
ORD-94C7BB,2025-06-30 17:43:53,SKU-10119,PICKER-07,9.34,2025-06-30 17:45:53,0.0,inf
ORD-548731,2025-06-30 18:11:27,SKU-10357,PICKER-07,22.58,2025-06-30 18:13:27,0.0,inf
ORD-E7F8A7,2025-07-01 20:17:52,SKU-10081,PICKER-07,8.47,2025-07-01 20:19:52,0.0,inf
ORD-7750CA,2025-07-03 16:42:59,SKU-10689,PICKER-07,11.8,2025-07-03 16:44:59,0.0,inf
ORD-9C82C7,2025-07-03 18:15:20,SKU-10318,PICKER-07,10.7,2025-07-03 18:17:20,0.0,inf
ORD-7C590F,2025-07-03 19:26:08,SKU-10325,PICKER-07,24.36,2025-07-03 19:28:08,0.0,inf
ORD-D516B1,2025-07-03 20:21:15,SKU-10712,PICKER-07,6.47,2025-07-03 20:23:15,0.0,inf
ORD-443CB0,2025-07-03 20:46:52,SKU-10459,PICKER-07,10.57,2025-07-03 20:48:52,0.0,inf
ORD-0537FB,2025-07-04 20:15:55,SKU-10370,PICKER-07,19.59,2025-07-04 20:17:55,0.0,inf
ORD-B4A528,2025-07-05 18:44:25,SKU-10510,PICKER-07,9.19,2025-07-05 18:46:25,0.0,inf
ORD-A733FA,2025-07-05 19:14:53,SKU-10412,PICKER-07,19.39,2025-07-05 19:16:53,0.0,inf
ORD-94C7BB,2025-07-05 20:03:41,SKU-10171,PICKER-07,29.62,2025-07-05 20:05:41,0.0,inf
ORD-4E0928,2025-07-05 20:24:19,SKU-10437,PICKER-07,24.79,2025-07-05 20:26:19,0.0,inf
ORD-11B921,2025-07-06 16:57:10,SKU-10314,PICKER-07,16.53,2025-07-06 16:59:10,0.0,inf
ORD-F1C159,2025-07-06 19:59:02,SKU-10331,PICKER-07,26.17,2025-07-06 20:01:02,0.0,inf
ORD-ABD815,2025-07-07 20:44:06,SKU-10283,PICKER-07,5.73,2025-07-07 20:46:06,0.0,inf
ORD-5F2C22,2025-07-07 21:06:07,SKU-10090,PICKER-07,12.65,2025-07-07 21:08:07,0.0,inf
ORD-68264B,2025-07-08 17:57:10,SKU-10571,PICKER-07,10.3,2025-07-08 17:59:10,0.0,inf
ORD-D6C651,2025-07-10 19:25:19,SKU-10085,PICKER-07,9.38,2025-07-10 19:27:19,0.0,inf
ORD-185C29,2025-07-11 19:24:49,SKU-10781,PICKER-07,24.13,2025-07-11 19:26:49,0.0,inf
ORD-26DD0D,2025-07-12 17:56:46,SKU-10324,PICKER-07,9.2,2025-07-12 17:58:46,0.0,inf
ORD-076A0C,2025-07-12 19:05:31,SKU-10316,PICKER-07,28.91,2025-07-12 19:07:31,0.0,inf
ORD-076A0C,2025-07-12 19:05:31,SKU-10275,PICKER-07,27.22,2025-07-12 19:07:31,0.0,inf
ORD-C06D06,2025-07-12 19:19:45,SKU-10014,PICKER-07,26.9,2025-07-12 19:21:45,0.0,inf
ORD-3328BD,2025-07-13 21:40:26,SKU-10051,PICKER-07,13.41,2025-07-13 21:42:26,0.0,inf
ORD-50C3D7,2025-07-16 21:19:29,SKU-10520,PICKER-07,23.31,2025-07-16 21:21:29,1.0,23.31
ORD-E94550,2025-07-17 19:25:26,SKU-10289,PICKER-07,6.3,2025-07-17 19:27:26,0.0,inf
ORD-851DDF,2025-07-19 20:55:06,SKU-10167,PICKER-07,17.56,2025-07-19 20:57:06,1.0,17.56
ORD-C15DA1,2025-07-20 17:52:57,SKU-10759,PICKER-07,10.37,2025-07-20 17:54:57,0.0,inf
ORD-0F9661,2025-07-22 18:33:12,SKU-10321,PICKER-07,29.06,2025-07-22 18:35:12,0.0,inf
ORD-F64EAC,2025-07-22 19:29:31,SKU-10186,PICKER-07,28.99,2025-07-22 19:31:31,0.0,inf
ORD-9C82C7,2025-07-23 17:01:10,SKU-10126,PICKER-07,23.45,2025-07-23 17:03:10,0.0,inf
ORD-5F0F5E,2025-07-23 20:47:25,SKU-10783,PICKER-07,24.18,2025-07-23 20:49:25,0.0,inf
ORD-3A835D,2025-07-24 17:53:12,SKU-10184,PICKER-07,29.47,2025-07-24 17:55:12,0.0,inf
ORD-1595AF,2025-07-25 21:58:33,SKU-10741,PICKER-07,29.9,2025-07-25 22:00:33,0.0,inf
ORD-8C7BBB,2025-07-27 18:04:11,SKU-10450,PICKER-07,14.01,2025-07-27 18:06:11,0.0,inf
ORD-4C27CE,2025-07-29 17:01:18,SKU-10764,PICKER-07,29.06,2025-07-29 17:03:18,1.0,29.06
ORD-5E9F92,2025-07-30 19:29:36,SKU-10567,PICKER-07,22.94,2025-07-30 19:31:36,0.0,inf
ORD-EDFBE1,2025-07-30 21:45:41,SKU-10086,PICKER-07,18.37,2025-07-30 21:47:41,0.0,inf
ORD-B056EB,2025-07-30 21:55:43,SKU-10624,PICKER-07,19.72,2025-07-30 21:57:43,0.0,inf
ORD-3871BD,2025-07-31 16:36:29,SKU-10246,PICKER-07,24.83,2025-07-31 16:38:29,0.0,inf
ORD-3A835D,2025-07-31 20:19:33,SKU-10376,PICKER-07,16.94,2025-07-31 20:21:33,0.0,inf
ORD-FB8970,2025-08-01 22:01:38,SKU-10107,PICKER-07,16.98,2025-08-01 22:03:38,0.0,inf
ORD-26408F,2025-08-02 19:09:28,SKU-10642,PICKER-07,5.34,2025-08-02 19:11:28,0.0,inf
ORD-349389,2025-08-02 21:33:04,SKU-10442,PICKER-07,18.11,2025-08-02 21:35:04,0.0,inf
ORD-23CE18,2025-08-03 21:08:15,SKU-10371,PICKER-07,22.04,2025-08-03 21:10:15,0.0,inf
ORD-851DDF,2025-08-07 17:59:25,SKU-10431,PICKER-07,7.17,2025-08-07 18:01:25,0.0,inf
ORD-291597,2025-08-08 18:06:25,SKU-10600,PICKER-07,12.48,2025-08-08 18:08:25,0.0,inf
ORD-B73DFE,2025-08-08 20:47:04,SKU-10798,PICKER-07,8.6,2025-08-08 20:49:04,0.0,inf
ORD-BF6276,2025-08-09 20:25:46,SKU-10356,PICKER-07,28.84,2025-08-09 20:27:46,0.0,inf
ORD-08419B,2025-08-10 17:50:53,SKU-10667,PICKER-07,6.42,2025-08-10 17:52:53,0.0,inf
ORD-30EF30,2025-08-10 21:44:45,SKU-10157,PICKER-07,25.94,2025-08-10 21:46:45,0.0,inf
ORD-5E9F92,2025-08-11 20:55:05,SKU-10057,PICKER-07,28.24,2025-08-11 20:57:05,5.0,5.648
ORD-D6C651,2025-08-12 21:40:31,SKU-10513,PICKER-07,9.18,2025-08-12 21:42:31,0.0,inf
ORD-0FF803,2025-08-13 19:04:05,SKU-10203,PICKER-07,18.85,2025-08-13 19:06:05,0.0,inf
ORD-0FF803,2025-08-13 19:04:05,SKU-10093,PICKER-07,27.84,2025-08-13 19:06:05,0.0,inf
ORD-67E103,2025-08-13 20:32:46,SKU-10385,PICKER-07,15.29,2025-08-13 20:34:46,0.0,inf
ORD-71A3CB,2025-08-14 18:51:22,SKU-10299,PICKER-07,24.35,2025-08-14 18:53:22,0.0,inf
ORD-0FF803,2025-08-16 19:08:58,SKU-10315,PICKER-07,6.05,2025-08-16 19:10:58,0.0,inf
ORD-5807A6,2025-08-16 20:45:54,SKU-10054,PICKER-07,10.57,2025-08-16 20:47:54,0.0,inf
ORD-884D24,2025-08-16 21:26:03,SKU-10255,PICKER-07,13.4,2025-08-16 21:28:03,0.0,inf
ORD-246819,2025-08-16 21:43:11,SKU-10311,PICKER-07,22.9,2025-08-16 21:45:11,0.0,inf
ORD-D840CC,2025-08-21 19:32:09,SKU-10047,PICKER-07,28.51,2025-08-21 19:34:09,0.0,inf
ORD-884D24,2025-08-22 18:48:30,SKU-10277,PICKER-07,19.47,2025-08-22 18:50:30,0.0,inf
ORD-E49B8B,2025-08-24 19:53:33,SKU-10049,PICKER-07,20.51,2025-08-24 19:55:33,0.0,inf
ORD-EEFC9E,2025-08-26 19:25:58,SKU-10397,PICKER-07,22.34,2025-08-26 19:27:58,0.0,inf
ORD-3621F1,2025-08-27 18:11:48,SKU-10003,PICKER-07,21.34,2025-08-27 18:13:48,0.0,inf
ORD-7143D7,2025-08-27 19:39:06,SKU-10590,PICKER-07,10.12,2025-08-27 19:41:06,0.0,inf
ORD-26DD0D,2025-08-27 21:55:44,SKU-10563,PICKER-07,11.06,2025-08-27 21:57:44,0.0,inf
ORD-EB6FDC,2025-08-30 17:21:36,SKU-10688,PICKER-07,6.41,2025-08-30 17:23:36,0.0,inf
ORD-FB8970,2025-08-30 21:58:09,SKU-10201,PICKER-07,25.63,2025-08-30 22:00:09,0.0,inf
ORD-EAAE33,2025-09-01 19:11:32,SKU-10592,PICKER-07,22.1,2025-09-01 19:13:32,0.0,inf
ORD-5C0492,2025-09-01 21:49:44,SKU-10148,PICKER-07,15.99,2025-09-01 21:51:44,0.0,inf
ORD-0D7DE1,2025-09-02 19:38:43,SKU-10192,PICKER-07,5.45,2025-09-02 19:40:43,0.0,inf
ORD-301AD0,2025-09-03 22:50:51,SKU-10559,PICKER-07,12.77,2025-09-03 22:52:51,0.0,inf
ORD-45645A,2025-09-04 19:29:53,SKU-10595,PICKER-07,29.81,2025-09-04 19:31:53,0.0,inf
ORD-61B4A6,2025-09-05 19:30:15,SKU-10096,PICKER-07,19.55,2025-09-05 19:32:15,0.0,inf
ORD-58D4D1,2025-09-05 21:28:53,SKU-10165,PICKER-07,23.91,2025-09-05 21:30:53,0.0,inf
ORD-BE3159,2025-09-06 19:08:03,SKU-10234,PICKER-07,24.49,2025-09-06 19:10:03,2.0,12.245
ORD-DD4504,2025-09-06 22:32:14,SKU-10623,PICKER-07,12.03,2025-09-06 22:34:14,0.0,inf
ORD-8FECB2,2025-09-09 19:03:54,SKU-10136,PICKER-07,22.29,2025-09-09 19:05:54,0.0,inf
ORD-71A3CB,2025-09-09 20:09:36,SKU-10406,PICKER-07,14.47,2025-09-09 20:11:36,0.0,inf
ORD-DC5689,2025-09-10 20:00:51,SKU-10193,PICKER-07,5.64,2025-09-10 20:02:51,0.0,inf
ORD-CCB098,2025-09-10 20:23:33,SKU-10576,PICKER-07,25.41,2025-09-10 20:25:33,0.0,inf
ORD-EB6FDC,2025-09-10 21:16:45,SKU-10129,PICKER-07,20.96,2025-09-10 21:18:45,3.0,6.986666666666667
ORD-E07413,2025-09-10 21:55:52,SKU-10644,PICKER-07,28.21,2025-09-10 21:57:52,0.0,inf
ORD-1ECFB4,2025-09-10 23:09:47,SKU-10167,PICKER-07,20.22,2025-09-10 23:11:47,0.0,inf
ORD-08D986,2025-09-11 20:12:37,SKU-10688,PICKER-07,26.43,2025-09-11 20:14:37,0.0,inf
ORD-0CB929,2025-09-11 20:58:47,SKU-10623,PICKER-07,6.17,2025-09-11 21:00:47,0.0,inf
ORD-48AB2F,2025-09-13 21:57:08,SKU-10778,PICKER-07,10.86,2025-09-13 21:59:08,0.0,inf
ORD-7F1171,2025-09-14 18:14:13,SKU-10654,PICKER-07,18.89,2025-09-14 18:16:13,0.0,inf
ORD-D840CC,2025-09-15 22:28:25,SKU-10110,PICKER-07,20.76,2025-09-15 22:30:25,0.0,inf
ORD-72DA7F,2025-09-15 22:28:51,SKU-10771,PICKER-07,13.11,2025-09-15 22:30:51,0.0,inf
ORD-5C0492,2025-09-17 18:54:30,SKU-10268,PICKER-07,8.46,2025-09-17 18:56:30,0.0,inf
ORD-2DACE7,2025-09-17 19:18:19,SKU-10727,PICKER-07,22.69,2025-09-17 19:20:19,0.0,inf
ORD-6C2979,2025-09-17 21:19:55,SKU-10337,PICKER-07,5.31,2025-09-17 21:21:55,0.0,inf
ORD-43FEAE,2025-09-20 22:01:11,SKU-10519,PICKER-07,15.08,2025-09-20 22:03:11,0.0,inf
